,Rooms,Type,Distance,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,Comercio y servicios,Restauración y vida social,Transporte y conectividad,Cultura y recreación,Financiero,Espiritual y comunitario,Salud,Educación,metodo,target,dif_fechas
205,2.0,t,6.4,2.0,2.0,3.0,5.056245805348308,Darebin City Council,Northern Metropolitan,2211.0,5.0,5.0,41.0,4.0,0.0,0.0,0.0,0.0,prop_vendida,13.598598798635953,2.5649493574615367
206,2.0,u,6.4,2.0,1.0,1.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,2211.0,7.0,6.0,43.0,3.0,0.0,0.0,1.0,0.0,prop_vendida,13.049794835104816,0.0
209,3.0,h,6.4,3.0,3.0,2.0,6.5337888379333435,Darebin City Council,Northern Metropolitan,2211.0,6.0,5.0,36.0,4.0,0.0,0.0,1.0,0.0,prop_transferida,14.508658238524095,0.0
210,3.0,h,6.4,3.0,1.0,2.0,6.386879319362645,Darebin City Council,Northern Metropolitan,2211.0,50.0,25.0,62.0,4.0,1.0,1.0,11.0,0.0,prop_vendida,14.24729362374025,0.0
213,2.0,u,6.4,2.0,1.0,1.0,5.220355825078324,Darebin City Council,Northern Metropolitan,2211.0,64.0,33.0,83.0,2.0,1.0,3.0,12.0,0.0,prop_vendida,13.617060838751888,0.0
214,4.0,h,6.4,4.0,2.0,2.0,6.410174881966167,Darebin City Council,Northern Metropolitan,2211.0,15.0,8.0,54.0,5.0,0.0,1.0,1.0,0.0,prop_vendida,14.419827071265543,3.8501476017100584
215,4.0,h,6.4,4.0,2.0,2.0,6.3578422665081,Darebin City Council,Northern Metropolitan,2211.0,36.0,12.0,55.0,5.0,1.0,1.0,3.0,0.0,prop_vendida,14.557448378884015,2.1972245773362196
216,3.0,h,6.4,3.0,1.0,1.0,5.204006687076795,Darebin City Council,Northern Metropolitan,2211.0,62.0,31.0,72.0,3.0,1.0,3.0,12.0,0.0,prop_vendida_prev,13.670485941982712,1.9459101490553132
217,2.0,u,6.4,2.0,1.0,1.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,2211.0,7.0,6.0,43.0,3.0,0.0,0.0,1.0,0.0,puja_del_vendedor,12.873904582205107,4.04305126783455
218,2.0,t,6.4,1.0,1.0,0.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,2211.0,37.0,18.0,41.0,2.0,1.0,2.0,2.0,0.0,prop_vendida_prev,13.384729180332174,0.0
219,2.0,u,6.4,2.0,1.0,1.0,0.6931471805599453,Darebin City Council,Northern Metropolitan,2211.0,60.0,31.0,66.0,4.0,1.0,3.0,12.0,0.0,prop_vendida,13.146081857144738,3.970291913552122
224,3.0,h,6.4,3.0,1.0,2.0,6.8885724595653635,Darebin City Council,Northern Metropolitan,2211.0,54.0,25.0,50.0,4.0,1.0,2.0,8.0,0.0,prop_vendida,13.968232503350668,0.0
226,4.0,h,6.4,4.0,2.0,2.0,6.324358962381311,Darebin City Council,Northern Metropolitan,2211.0,54.0,30.0,44.0,4.0,1.0,3.0,9.0,0.0,prop_vendida_prev,14.45736497045232,4.465908118654584
228,3.0,h,6.4,3.0,1.0,0.0,6.395261598115449,Darebin City Council,Northern Metropolitan,2211.0,57.0,29.0,57.0,4.0,1.0,3.0,10.0,0.0,prop_vendida_prev,14.210926003619385,0.0
229,4.0,h,6.4,4.0,2.0,3.0,6.3818160174060985,Darebin City Council,Northern Metropolitan,2211.0,31.0,10.0,55.0,5.0,0.0,1.0,1.0,0.0,prop_vendida,14.48334044336031,4.574710978503383
230,3.0,h,13.8,3.0,2.0,1.0,5.869296913133774,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,2.0,23.0,2.0,3.0,1.0,0.0,0.0,puja_del_vendedor,13.161586013632684,0.6931471805599453
231,5.0,h,13.8,5.0,3.0,3.0,6.594413459749778,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,17.0,0.0,1.0,0.0,0.0,0.0,prop_vendida,14.23750562376114,2.4849066497880004
232,2.0,t,13.8,2.0,1.0,2.0,5.683579767338681,Hobsons Bay City Council,Western Metropolitan,5301.0,19.0,3.0,27.0,0.0,4.0,1.0,0.0,0.0,prop_vendida,13.487007879880162,1.3862943611198906
233,3.0,h,13.8,3.0,1.0,2.0,6.230481447578482,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,22.0,2.0,4.0,1.0,0.0,0.0,prop_vendida,13.928840136128022,4.477336814478207
234,4.0,h,13.8,4.0,1.0,4.0,6.48768401848461,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,19.0,0.0,1.0,0.0,0.0,0.0,prop_transferida,13.567050480716235,0.0
235,4.0,h,13.8,4.0,3.0,6.0,6.9650803456014065,Hobsons Bay City Council,Western Metropolitan,5301.0,14.0,3.0,24.0,0.0,1.0,1.0,0.0,0.0,prop_vendida_prev,14.392124484065864,4.007333185232471
236,3.0,u,13.8,2.0,1.0,2.0,5.746203190540153,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,19.0,0.0,1.0,0.0,0.0,0.0,prop_vendida,13.353476685668044,4.127134385045092
237,2.0,u,13.8,2.0,1.0,1.0,4.204692619390966,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,21.0,0.0,1.0,0.0,0.0,0.0,prop_vendida_prev,12.914110901635024,0.0
238,3.0,h,13.8,3.0,1.0,1.0,6.403574197934815,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,puja_del_vendedor,13.399996629152975,4.127134385045092
239,3.0,h,13.8,3.0,1.0,1.0,6.2766434893416445,Hobsons Bay City Council,Western Metropolitan,5301.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.434983398202862,0.0
241,2.0,u,13.8,2.0,1.0,1.0,5.424950017481403,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,23.0,2.0,3.0,1.0,0.0,0.0,prop_vendida,13.270785106659046,3.367295829986474
242,3.0,h,13.8,3.0,1.0,4.0,6.658011045870748,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,2.0,23.0,2.0,3.0,1.0,0.0,0.0,prop_vendida,14.104442598879876,4.1588830833596715
243,3.0,t,13.8,3.0,2.0,2.0,5.641907070938114,Hobsons Bay City Council,Western Metropolitan,5301.0,2.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,prop_vendida_prev,13.592368256649284,2.995732273553991
244,2.0,u,13.8,2.0,1.0,1.0,4.859812404361672,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,21.0,0.0,1.0,1.0,0.0,0.0,prop_vendida,13.1421679654829,3.295836866004329
245,4.0,h,13.8,4.0,2.0,2.0,6.546785410760524,Hobsons Bay City Council,Western Metropolitan,5301.0,2.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,prop_vendida,13.883170141017091,0.0
246,2.0,u,13.8,2.0,1.0,2.0,4.762173934797756,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,21.0,0.0,1.0,1.0,0.0,0.0,prop_vendida,12.959846800844963,3.6109179126442243
247,3.0,u,13.8,3.0,2.0,2.0,5.44673737166631,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,2.0,19.0,2.0,4.0,1.0,0.0,0.0,prop_vendida,13.312985389904174,0.0
248,3.0,t,13.8,3.0,2.0,2.0,5.293304824724492,Hobsons Bay City Council,Western Metropolitan,5301.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.465954500233115,0.0
249,2.0,u,13.8,2.0,1.0,1.0,0.6931471805599453,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,24.0,2.0,4.0,1.0,0.0,0.0,prop_vendida_prev,12.876465396508989,3.970291913552122
250,2.0,u,13.8,2.0,1.0,1.0,0.6931471805599453,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,26.0,2.0,4.0,1.0,0.0,0.0,prop_vendida_prev,12.994532278619134,0.0
251,4.0,h,13.8,4.0,1.0,2.0,6.616065185132817,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,18.0,0.0,1.0,0.0,0.0,0.0,prop_vendida,13.647093089770562,4.219507705176107
253,3.0,t,13.8,3.0,2.0,2.0,5.3612921657094255,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,19.0,0.0,1.0,0.0,0.0,0.0,prop_vendida_prev,13.51845266959401,0.0
255,3.0,u,13.8,3.0,2.0,1.0,4.2626798770413155,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,25.0,2.0,4.0,1.0,0.0,0.0,prop_vendida_prev,13.500801182986649,1.0986122886681098
257,3.0,h,13.8,3.0,1.0,4.0,6.440946540632921,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.361381852676738,4.04305126783455
258,2.0,u,13.8,2.0,1.0,1.0,5.135798437050262,Hobsons Bay City Council,Western Metropolitan,5301.0,22.0,4.0,27.0,1.0,4.0,1.0,0.0,0.0,prop_vendida_prev,13.3374763699232,0.0
259,2.0,u,13.8,2.0,1.0,1.0,4.9344739331306915,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,25.0,2.0,4.0,1.0,0.0,0.0,prop_vendida,13.010316110729669,3.295836866004329
260,3.0,u,13.8,3.0,2.0,1.0,4.276666119016055,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,25.0,2.0,4.0,1.0,0.0,0.0,prop_vendida_prev,13.500801182986649,0.0
261,3.0,h,13.8,3.0,1.0,2.0,6.410174881966167,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.426904041847699,4.204692619390966
262,2.0,u,13.8,2.0,2.0,1.0,5.176149732573829,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,2.0,23.0,2.0,3.0,1.0,0.0,0.0,prop_transferida,13.270785106659046,1.3862943611198906
263,3.0,h,13.8,3.0,1.0,2.0,5.8998973535824915,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,24.0,2.0,4.0,1.0,0.0,0.0,prop_vendida,13.475834594887509,0.0
264,3.0,h,13.8,3.0,2.0,2.0,6.284134161070802,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,prop_vendida_prev,13.641158361294979,3.970291913552122
265,3.0,h,13.8,3.0,1.0,2.0,6.587550014824796,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,20.0,0.0,1.0,0.0,0.0,0.0,prop_vendida,13.795308871054397,0.0
267,3.0,t,13.8,3.0,2.0,0.0,5.58724865840025,Hobsons Bay City Council,Western Metropolitan,5301.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.313150665228449,0.0
268,3.0,h,13.8,3.0,3.0,1.0,6.361302477572996,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,2.0,24.0,2.0,3.0,1.0,0.0,0.0,prop_transferida,13.68767832281738,0.0
269,3.0,u,13.8,3.0,2.0,1.0,5.332718793265369,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,19.0,0.0,1.0,0.0,0.0,0.0,prop_vendida,13.265599278590988,2.302585092994046
271,4.0,h,13.8,4.0,1.0,0.0,6.683360945766275,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,22.0,2.0,4.0,1.0,0.0,0.0,prop_vendida,13.845070331079134,0.0
272,3.0,u,13.8,3.0,1.0,2.0,5.209486152841421,Hobsons Bay City Council,Western Metropolitan,5301.0,22.0,5.0,25.0,2.0,3.0,1.0,0.0,0.0,prop_vendida,13.312985389904174,0.0
275,3.0,h,13.8,3.0,2.0,2.0,6.274762021241939,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,1.0,13.0,2.0,2.0,1.0,0.0,0.0,prop_vendida,13.531821834802397,0.0
276,2.0,h,13.8,2.0,2.0,1.0,6.517671272912275,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,18.0,0.0,1.0,0.0,0.0,0.0,prop_vendida_prev,13.66119436444038,4.204692619390966
277,3.0,h,13.8,3.0,1.0,1.0,6.836259277277067,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,24.0,2.0,4.0,1.0,0.0,0.0,prop_vendida,14.220976332738882,0.0
278,3.0,u,13.8,3.0,2.0,1.0,4.276666119016055,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,25.0,2.0,4.0,1.0,0.0,0.0,prop_vendida_prev,13.500801182986649,1.0986122886681098
279,3.0,h,13.8,3.0,1.0,4.0,6.54965074223381,Hobsons Bay City Council,Western Metropolitan,5301.0,10.0,3.0,17.0,0.0,1.0,0.0,0.0,0.0,prop_vendida,13.710151153416941,0.0
280,3.0,h,13.8,3.0,1.0,2.0,6.406879986069314,Hobsons Bay City Council,Western Metropolitan,5301.0,9.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,prop_vendida,13.51440681653079,0.0
281,4.0,h,13.8,4.0,2.0,3.0,6.280395838960195,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,3.0,24.0,2.0,4.0,1.0,0.0,0.0,prop_vendida,13.744015630372484,3.8501476017100584
282,2.0,h,13.8,2.0,1.0,1.0,5.049856007249537,Hobsons Bay City Council,Western Metropolitan,5301.0,12.0,2.0,19.0,2.0,4.0,1.0,0.0,0.0,prop_vendida_prev,13.191144759862386,3.044522437723423
284,5.0,h,11.1,5.0,3.0,6.0,6.386879319362645,Hobsons Bay City Council,Western Metropolitan,5132.0,6.0,2.0,50.0,0.0,1.0,2.0,2.0,0.0,prop_vendida,13.897091466615258,3.9512437185814275
285,3.0,h,11.1,3.0,1.0,2.0,6.282266746896006,Hobsons Bay City Council,Western Metropolitan,5132.0,9.0,1.0,17.0,6.0,0.0,0.0,1.0,0.0,prop_vendida,13.568331709230735,3.8501476017100584
288,3.0,h,11.1,3.0,1.0,3.0,6.320768294250582,Hobsons Bay City Council,Western Metropolitan,5132.0,17.0,2.0,30.0,0.0,0.0,1.0,2.0,0.0,prop_vendida_prev,13.527829818844937,0.0
289,2.0,t,11.1,2.0,1.0,1.0,4.3694478524670215,Hobsons Bay City Council,Western Metropolitan,5132.0,16.0,2.0,61.0,1.0,3.0,1.0,4.0,0.0,prop_vendida,12.95039048795861,2.1972245773362196
290,3.0,h,11.1,3.0,1.0,3.0,6.48768401848461,Hobsons Bay City Council,Western Metropolitan,5132.0,12.0,2.0,56.0,1.0,3.0,2.0,3.0,0.0,prop_vendida,14.155548572493503,0.0
292,3.0,h,11.1,3.0,1.0,2.0,6.284134161070802,Hobsons Bay City Council,Western Metropolitan,5132.0,9.0,1.0,18.0,6.0,0.0,0.0,1.0,0.0,prop_vendida,13.434251602680698,3.912023005428146
294,3.0,h,11.1,3.0,1.0,3.0,6.295266001439646,Hobsons Bay City Council,Western Metropolitan,5132.0,10.0,1.0,21.0,4.0,0.0,0.0,1.0,0.0,prop_vendida,13.342303402904738,0.0
295,3.0,h,11.1,3.0,2.0,1.0,0.6931471805599453,Hobsons Bay City Council,Western Metropolitan,5132.0,6.0,2.0,44.0,0.0,0.0,2.0,2.0,0.0,puja_del_vendedor,13.487007879880162,1.6094379124341003
299,3.0,h,11.1,3.0,1.0,1.0,5.799092654460526,Hobsons Bay City Council,Western Metropolitan,5132.0,8.0,2.0,56.0,1.0,3.0,2.0,3.0,0.0,prop_vendida,13.28448392755959,3.8501476017100584
301,3.0,h,11.1,3.0,1.0,3.0,6.295266001439646,Hobsons Bay City Council,Western Metropolitan,5132.0,11.0,1.0,25.0,5.0,3.0,0.0,2.0,0.0,prop_transferida,13.47302165746721,4.04305126783455
306,4.0,h,11.1,3.0,1.0,4.0,6.329720905522696,Hobsons Bay City Council,Western Metropolitan,5132.0,15.0,2.0,30.0,0.0,0.0,1.0,2.0,0.0,prop_vendida_prev,13.681980308196241,3.9512437185814275
310,3.0,h,11.1,3.0,1.0,3.0,6.320768294250582,Hobsons Bay City Council,Western Metropolitan,5132.0,17.0,2.0,30.0,0.0,0.0,1.0,2.0,0.0,puja_del_vendedor,13.45883704259595,0.0
313,2.0,t,11.1,2.0,1.0,1.0,5.537334267018537,Hobsons Bay City Council,Western Metropolitan,5132.0,4.0,1.0,40.0,0.0,0.0,2.0,2.0,0.0,prop_vendida,13.369225017834633,3.970291913552122
314,4.0,h,11.1,4.0,1.0,4.0,6.327936783729195,Hobsons Bay City Council,Western Metropolitan,5132.0,16.0,2.0,30.0,0.0,0.0,1.0,2.0,0.0,prop_vendida_prev,13.384729180332174,0.0
321,3.0,h,11.1,3.0,2.0,2.0,5.153291594497779,Hobsons Bay City Council,Western Metropolitan,5132.0,12.0,2.0,56.0,1.0,3.0,2.0,3.0,0.0,prop_vendida,13.42246945133505,1.6094379124341003
322,3.0,h,11.1,3.0,1.0,2.0,6.375024819828097,Hobsons Bay City Council,Western Metropolitan,5132.0,13.0,2.0,39.0,2.0,0.0,1.0,3.0,2.0,prop_vendida,13.470200785104238,4.04305126783455
325,4.0,h,11.1,4.0,1.0,4.0,6.748759547491679,Hobsons Bay City Council,Western Metropolitan,5132.0,20.0,2.0,40.0,3.0,3.0,1.0,5.0,0.0,prop_vendida_prev,13.779884416590017,0.0
334,3.0,h,11.1,3.0,1.0,3.0,6.315358001522335,Hobsons Bay City Council,Western Metropolitan,5132.0,14.0,2.0,42.0,2.0,0.0,1.0,3.0,2.0,prop_vendida,13.429849547739444,0.0
337,3.0,h,11.1,3.0,1.0,3.0,6.403574197934815,Hobsons Bay City Council,Western Metropolitan,5132.0,12.0,2.0,45.0,3.0,3.0,0.0,3.0,0.0,prop_vendida_prev,13.554147092530322,0.0
338,3.0,h,11.1,3.0,1.0,2.0,6.60934924316738,Hobsons Bay City Council,Western Metropolitan,5132.0,13.0,2.0,43.0,5.0,3.0,1.0,3.0,0.0,prop_vendida,13.73538559690802,0.0
339,4.0,h,11.1,4.0,2.0,4.0,5.75890177387728,Hobsons Bay City Council,Western Metropolitan,5132.0,26.0,3.0,43.0,1.0,3.0,1.0,4.0,0.0,prop_vendida_prev,13.448786721172443,2.1972245773362196
340,3.0,h,11.1,5.0,2.0,2.0,5.627621113690637,Hobsons Bay City Council,Western Metropolitan,5132.0,11.0,1.0,42.0,5.0,2.0,1.0,2.0,0.0,prop_vendida_prev,13.3374763699232,1.9459101490553132
342,3.0,h,11.1,3.0,1.0,1.0,6.278521424165844,Hobsons Bay City Council,Western Metropolitan,5132.0,11.0,1.0,30.0,5.0,0.0,0.0,2.0,0.0,prop_vendida,13.498744277300052,4.04305126783455
343,3.0,h,11.1,3.0,2.0,1.0,6.3835066348840055,Hobsons Bay City Council,Western Metropolitan,5132.0,7.0,2.0,44.0,0.0,0.0,2.0,1.0,0.0,prop_vendida,13.744015630372484,4.204692619390966
344,3.0,h,11.1,3.0,1.0,4.0,6.57507584059962,Hobsons Bay City Council,Western Metropolitan,5132.0,2.0,1.0,21.0,0.0,0.0,2.0,1.0,0.0,prop_vendida,13.803438988875241,2.1972245773362196
346,3.0,h,11.1,3.0,1.0,2.0,6.333279628139691,Hobsons Bay City Council,Western Metropolitan,5132.0,17.0,2.0,31.0,0.0,0.0,1.0,2.0,0.0,prop_vendida,13.28787951079572,0.0
347,2.0,h,11.1,2.0,1.0,2.0,6.541029999189903,Hobsons Bay City Council,Western Metropolitan,5132.0,12.0,2.0,56.0,1.0,3.0,2.0,3.0,0.0,prop_vendida,13.321215875492413,0.0
349,3.0,h,11.1,3.0,2.0,3.0,6.322565239927284,Hobsons Bay City Council,Western Metropolitan,5132.0,10.0,1.0,27.0,4.0,3.0,0.0,2.0,0.0,prop_vendida,13.610944619216111,4.060443010546419
350,4.0,h,11.1,4.0,1.0,2.0,6.565264970035361,Hobsons Bay City Council,Western Metropolitan,5132.0,12.0,2.0,57.0,2.0,3.0,1.0,3.0,0.0,prop_vendida,13.785052381406869,0.0
353,4.0,h,11.1,4.0,1.0,3.0,6.507277712385012,Hobsons Bay City Council,Western Metropolitan,5132.0,11.0,1.0,41.0,5.0,2.0,1.0,2.0,0.0,prop_vendida,13.541075028051122,0.0
355,4.0,t,11.1,4.0,3.0,1.0,5.537334267018537,Hobsons Bay City Council,Western Metropolitan,5132.0,6.0,2.0,47.0,0.0,0.0,2.0,2.0,0.0,prop_vendida,13.65004729817705,0.0
356,4.0,h,11.1,4.0,1.0,4.0,6.453624998892692,Hobsons Bay City Council,Western Metropolitan,5132.0,7.0,2.0,54.0,1.0,3.0,2.0,3.0,0.0,prop_vendida_prev,13.997832948091215,4.04305126783455
359,3.0,h,11.1,3.0,1.0,1.0,6.326149473155099,Hobsons Bay City Council,Western Metropolitan,5132.0,17.0,2.0,31.0,0.0,0.0,1.0,2.0,0.0,prop_vendida_prev,13.45883704259595,0.0
360,3.0,h,11.1,3.0,1.0,1.0,6.2878585601617845,Hobsons Bay City Council,Western Metropolitan,5132.0,9.0,1.0,18.0,6.0,0.0,0.0,1.0,0.0,prop_transferida,13.345508528717259,0.0
361,2.0,u,11.1,2.0,1.0,1.0,5.043425116919247,Hobsons Bay City Council,Western Metropolitan,5132.0,11.0,4.0,56.0,0.0,0.0,2.0,2.0,1.0,prop_vendida,12.584512505902088,3.8501476017100584
365,2.0,u,6.3,2.0,1.0,1.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,49.0,11.0,129.0,0.0,1.0,0.0,1.0,1.0,prop_vendida,13.303018546545275,3.970291913552122
366,2.0,u,6.3,2.0,1.0,0.0,6.760414691083428,Stonnington City Council,Southern Metropolitan,4836.0,42.0,9.0,129.0,0.0,1.0,0.0,1.0,1.0,puja_del_vendedor,13.217675375388819,0.0
367,3.0,u,6.3,3.0,2.0,2.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,44.0,5.0,126.0,1.0,1.0,3.0,0.0,0.0,prop_vendida,13.81049902116535,2.9444389791664403
368,3.0,t,6.3,3.0,2.0,2.0,4.634728988229636,Stonnington City Council,Southern Metropolitan,4836.0,46.0,4.0,129.0,1.0,1.0,3.0,2.0,0.0,prop_vendida,14.001990954782066,2.833213344056216
371,3.0,h,6.3,3.0,2.0,2.0,5.697093486505405,Stonnington City Council,Southern Metropolitan,4836.0,43.0,7.0,129.0,0.0,1.0,0.0,0.0,1.0,prop_vendida,14.477683449954414,4.852030263919617
372,1.0,u,6.3,1.0,1.0,0.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,43.0,5.0,117.0,1.0,1.0,3.0,0.0,0.0,prop_vendida,12.951577428900473,0.0
375,3.0,h,6.3,3.0,1.0,1.0,5.389071729816501,Stonnington City Council,Southern Metropolitan,4836.0,53.0,9.0,111.0,0.0,1.0,2.0,1.0,0.0,prop_vendida,14.441449523589984,4.867534450455582
377,2.0,u,6.3,2.0,1.0,2.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,45.0,7.0,116.0,1.0,1.0,3.0,2.0,0.0,prop_vendida,13.426904041847699,0.0
380,3.0,t,6.3,3.0,2.0,2.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,46.0,10.0,122.0,0.0,1.0,0.0,1.0,1.0,prop_vendida_prev,14.466794055801818,3.1354942159291497
382,2.0,u,6.3,2.0,1.0,1.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,47.0,7.0,131.0,0.0,1.0,0.0,0.0,1.0,prop_vendida_prev,13.399996629152975,0.0
383,3.0,h,6.3,3.0,2.0,1.0,5.332718793265369,Stonnington City Council,Southern Metropolitan,4836.0,50.0,10.0,148.0,0.0,1.0,0.0,1.0,1.0,prop_vendida,14.53335083891935,4.68213122712422
386,2.0,u,6.3,2.0,1.0,2.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,44.0,5.0,126.0,1.0,1.0,3.0,0.0,0.0,puja_del_vendedor,13.45883704259595,0.0
387,2.0,u,6.3,3.0,2.0,2.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,48.0,11.0,130.0,0.0,1.0,0.0,1.0,1.0,prop_vendida,15.103365122132944,2.3978952727983707
388,4.0,h,6.3,4.0,2.0,2.0,7.367077059881012,Stonnington City Council,Southern Metropolitan,4836.0,49.0,8.0,101.0,1.0,1.0,3.0,2.0,0.0,puja_del_vendedor,14.914123179965662,4.418840607796598
390,5.0,h,6.3,7.0,2.0,2.0,6.543911845564792,Stonnington City Council,Southern Metropolitan,4836.0,43.0,6.0,131.0,1.0,1.0,0.0,0.0,1.0,prop_transferida,14.23750562376114,0.0
392,3.0,u,6.3,3.0,2.0,1.0,7.656810091480378,Stonnington City Council,Southern Metropolitan,4836.0,49.0,11.0,129.0,0.0,1.0,0.0,1.0,1.0,prop_transferida,13.507627138738266,3.8501476017100584
393,2.0,u,6.3,2.0,1.0,1.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,46.0,9.0,105.0,0.0,1.0,0.0,1.0,1.0,prop_vendida,13.623139877437296,0.0
394,3.0,t,6.3,2.0,2.0,2.0,5.5134287461649825,Stonnington City Council,Southern Metropolitan,4836.0,50.0,10.0,123.0,1.0,1.0,3.0,2.0,0.0,prop_vendida,14.276726311693755,0.0
399,2.0,u,6.3,3.0,1.0,1.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,57.0,10.0,119.0,0.0,1.0,0.0,1.0,1.0,prop_vendida,13.377007146164305,4.04305126783455
400,1.0,h,6.3,2.0,2.0,1.0,4.983606621708336,Stonnington City Council,Southern Metropolitan,4836.0,53.0,10.0,140.0,0.0,1.0,0.0,1.0,1.0,prop_vendida_prev,14.176676104039727,4.762173934797756
405,2.0,h,6.3,2.0,2.0,2.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,46.0,10.0,122.0,0.0,1.0,0.0,1.0,1.0,prop_vendida,14.392124484065864,0.0
407,2.0,u,6.3,2.0,1.0,1.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,48.0,9.0,119.0,1.0,1.0,3.0,1.0,0.0,prop_vendida,13.292107839753712,3.8501476017100584
409,2.0,h,6.3,2.0,1.0,0.0,5.5254529391317835,Stonnington City Council,Southern Metropolitan,4836.0,44.0,5.0,124.0,1.0,1.0,3.0,0.0,0.0,prop_vendida,14.006131744018864,4.672828834461906
410,4.0,h,6.3,4.0,2.0,2.0,6.439350371100098,Stonnington City Council,Southern Metropolitan,4836.0,43.0,6.0,119.0,1.0,1.0,3.0,0.0,0.0,prop_vendida,14.845487411257533,4.762173934797756
414,1.0,u,6.3,1.0,1.0,0.0,6.78332520060396,Stonnington City Council,Southern Metropolitan,4836.0,54.0,8.0,122.0,0.0,1.0,0.0,0.0,1.0,prop_vendida,12.873904582205107,0.0
416,3.0,h,6.3,3.0,2.0,2.0,6.008813185442595,Stonnington City Council,Southern Metropolitan,4836.0,45.0,5.0,121.0,1.0,1.0,3.0,0.0,0.0,prop_transferida,14.403297778421795,4.672828834461906
418,4.0,h,6.3,4.0,1.0,2.0,6.208590026096629,Stonnington City Council,Southern Metropolitan,4836.0,47.0,7.0,135.0,0.0,1.0,0.0,0.0,1.0,prop_transferida,14.603968372873895,4.762173934797756
420,1.0,u,6.3,1.0,1.0,1.0,0.6931471805599453,Stonnington City Council,Southern Metropolitan,4836.0,46.0,8.0,127.0,2.0,1.0,4.0,3.0,0.0,prop_vendida,12.688501881189456,0.0
426,6.0,h,6.3,5.0,3.0,4.0,7.30854279753919,Stonnington City Council,Southern Metropolitan,4836.0,47.0,6.0,79.0,0.0,1.0,4.0,1.0,0.0,prop_vendida,15.52479398636355,4.406719247264253
