direccion_completa,x,y
"Balwyn, 1/136 Yarrbat Av, 3103",-37.8108247,145.0989361
"Brunswick East, 11/374 Lygon St, 3057",-37.7672291,144.9727344
"Clayton, 1/1377 Centre Rd, 3168",-37.928077,145.116544
"St Kilda, 11/38 Fitzroy St, 3182",-37.8603257,144.975887
"South Yarra, 11/399 Toorak Rd, 3141",-37.8402895,145.0039125
"Port Melbourne, 11/39 Esplanade Pl, 3207",-37.8362817,144.9464282
"Mordialloc, 1/13 Albert St, 3195",-38.0023966,145.0852812
"Prahran, 113 Albert St, 3181",-37.8559047,144.9890008
"Bentleigh East, 113a MacKie Rd, 3165",-37.9129046,145.075023
"Glen Iris, 1/13 Belmont Av, 3146",-37.8572517,145.0479212
"Sunshine North, 1/13 Edna St, 3020",-37.7714278,144.8403306
"Brighton East, 1/13 Glencairn Av, 3187",-37.9294724,145.0188466
"Hampton East, 1/13 Highbury Av, 3188",-37.9344958,145.0332016
"Clayton, 1/13 Kionga St, 3168",-37.9237821,145.1310035
"Heidelberg West, 1/13 Koitaki Ct, 3081",-37.737956,145.042751
"Caulfield South, 1/13 Ludbrook Av, 3162",-37.897942,145.0145349
"Essendon North, 1/13 McCulloch St, 3041",-37.7396138,144.9031009
"Narre Warren, 1/13 Nandina Rd, 3805",-38.0411476,145.3211792
"Vermont, 1/13 Park Cl, 3133",-37.8351758,145.1913729
"Balwyn, 1/13 Relowe Cr, 3103",-37.804996,145.1031512
"Thomastown, 1/13 Spring St, 3074",-37.6826943,145.0113768
"Hampton East, 1/13 Stonehaven Cr, 3188",-37.9359744,145.0291527
"Chadstone, 1/13 Terrigal St, 3148",-37.8766267,145.0947262
"Cheltenham, 1/13 Tilley St, 3192",-37.9684633,145.0724572
"Maribyrnong, 1/13 Warrs Rd, 3032",-37.7702718,144.8924646
"Elwood, 11/3 Wimbledon Av, 3184",-37.8728591,144.9892164
"MacLeod, 11/40 Springthorpe Bvd, 3085",-37.7218108,145.0620524
"Malvern East, 114/141 Waverley Rd, 3145",-37.8759935,145.0494411
"Pascoe Vale, 114/15 Pascoe St, 3044",-37.7165083,144.9351212
"Toorak, 11/41 Tintern Av, 3142",-37.8409418,145.0057329
"Brunswick East, 114/22 Barkly St, 3057",-37.7780107,144.9764397
"Glenroy, 1/143 Melbourne Av, 3046",-37.7030922,144.9214626
"Maidstone, 11/44 Eucalyptus Dr, 3012",-37.7794876,144.8728939
"Newport, 1/145 Mason St, 3015",-37.8414462,144.8715095
"Airport West, 1/145 Parer Rd, 3042",-37.7190456,144.8764246
"Glen Iris, 1/1460 Malvern Rd, 3146",-37.8537758,145.0454729
"Beaumaris, 11/464 Beach Rd, 3193",-37.9924478,145.0414969
"Flemington, 1/146 Ascot Vale Rd, 3031",-37.7810711,144.922704
"St Kilda, 1/146 St Kilda Rd, 3182",-37.8603771,144.9847002
"South Melbourne, 1/147 Cecil St, 3205",-37.8331448,144.9581393
"Brunswick, 1/147 Victoria St, 3056",-37.7678241,144.9702876
"Abbotsford, 114/88 Trenerry Cr, 3067",-37.7979172,144.9981895
"Footscray, 11/49 Hyde St, 3011",-37.8052948,144.9012549
"Dallas, 1/14 Antwerp St, 3047",-37.6729256,144.932926
"Moonee Ponds, 1/14 Ardmillan Rd, 3039",-37.7633628,144.9164719
"Preston, 11/4 Austral Av, 3072",-37.7481211,144.9931101
"Melbourne, 11/4 Bank Pl, 3000",-37.8166723,144.9605851
"Parkdale, 114B Beach Rd, 3195",-37.9946493,145.0699039
"Kew, 114b Princess St, 3101",-37.7998822,145.0303973
"Sunshine North, 1/14 Charles St, 3020",-37.7742636,144.8334639
"Bentleigh East, 1/14 Clements St, 3165",-37.9101136,145.0593792
"Croydon, 1/14 Donald St, 3136",-37.798325,145.2917536
"Blackburn, 1/14 Doulton Rd, 3130",-37.8109349,145.1415141
"Reservoir, 1/14 Epstein St, 3073",-37.709917,144.993331
"Reservoir, 114 Glasgow Av, 3073",-37.7042641,144.9894605
"Prahran, 1/14 Highbury Gr, 3181",-37.8548161,145.0071095
"Keilor, 1/14 Hislop St, 3036",-37.718428,144.831257
"Burwood, 1/14 Hughes St, 3125",-37.8524298,145.108259
"Cheltenham, 1/14 Jack Rd, 3192",-37.9605909,145.0428532
"Burnside Heights, 1/14 Manny Paul Cct, 3023",-37.7289066,144.7570302
"Elwood, 1/14 Milton St, 3184",-37.8738756,144.989099
"South Melbourne, 114 Palmerston Cr, 3205",-37.8358515,144.9674216
"Fawkner, 1/14 Preston St, 3060",-37.6997047,144.9715509
"Sunshine, 1/14 Rawson Av, 3020",-37.7806372,144.8388065
"Beaumaris, 1/14 Reserve Rd, 3193",-37.9916984,145.0321039
"Footscray, 11/4 Saltriver Pl, 3011",-37.8016306,144.9082396
"Reservoir, 1/14 Sturdee St, 3073",-37.701603,145.009116
"Albert Park, 114 Victoria Av, 3206",-37.8448963,144.9502144
"Strathmore, 1/14 Wendora St, 3041",-37.7304409,144.9197785
"Mont Albert, 1/14 Wilson St, 3127",-37.8215268,145.1008462
"Kew East, 1/14 Woodlands Av, 3102",-37.7986428,145.0571504
"North Melbourne, 11/51 Brougham St, 3051",-37.7937118,144.9434649
"Bundoora, 1/152 Greenhills Rd, 3083",-37.689352,145.0515984
"Carlton, 11/538 Swanston St, 3053",-37.8040358,144.963622
"Pascoe Vale, 1/153 Essex St, 3044",-37.7259835,144.9335985
"St Kilda, 11/57 Chapel St, 3182",-37.8630418,144.9911099
"Caulfield North, 11/58 Kambrook Rd, 3161",-37.875864,145.0358589
"Armadale, 11/58 Wattletree Rd, 3143",-37.8620483,145.0205302
"Reservoir, 1/159 Cheddar Rd, 3073",-37.6972205,145.0210119
"Glenroy, 1/159 Melbourne Av, 3046",-37.7028886,144.919835
"Glenroy, 1/15 Acacia St, 3046",-37.7086858,144.9258671
"Elsternwick, 1/15 Alexandra Av, 3185",-37.8888404,145.0030221
"Thornbury, 1/15 Ballantyne St, 3071",-37.7586782,144.9992488
"Tullamarine, 1/15 Banksia Gr, 3043",-37.7069635,144.8825162
"St Kilda, 1/15 Burnett St, 3182",-37.8610545,144.9805649
"MacLeod, 1/15 Cherry St, 3085",-37.724858,145.065949
"Broadmeadows, 1/15 Congram St, 3047",-37.6890162,144.9336548
"Lalor, 1/15 Dickens St, 3075",-37.669407,145.0139796
"Albion, 1/15 Drummartin St, 3020",-37.7827966,144.8202622
"Strathmore, 1/15 Esmale St, 3041",-37.7279895,144.914943
"Essendon, 115 Fawkner St, 3040",-37.7629778,144.8948493
"Niddrie, 1/15 Haldane Rd, 3042",-37.7356044,144.8857498
"Glen Iris, 1/15 Iris Rd, 3146",-37.8478431,145.0579149
"Templestowe Lower, 1/15 Janet St, 3107",-37.7664973,145.102109
"Watsonia, 1/15 Kenmare St, 3087",-37.7128697,145.0772824
"Strathmore, 1/15 Lebanon St, 3041",-37.729311,144.921328
"Port Melbourne, 1/15 Liardet St, 3207",-37.840528,144.945304
"Montmorency, 1/15 Mayona Rd, 3094",-37.7128691,145.1169071
"Ormond, 1/15 Murray Rd, 3204",-37.9061196,145.0261609
"Ringwood, 1/15 Reserve Rd, 3134",-37.807055,145.234356
"Dallas, 1/15 Riches St, 3047",-37.6704373,144.9466874
"Frankston, 1/15 Spray St, 3199",-38.1328751,145.1351637
"Thomastown, 1/15 Spring St, 3074",-37.6826819,145.0112148
"Coburg North, 1/15 Spry St, 3058",-37.7261789,144.966658
"Ringwood, 1/15 Wattle Av, 3134",-37.80841,145.233867
"Pascoe Vale, 1/160 Derby St, 3044",-37.72229,144.947605
"Armadale, 11/60 Wattletree Rd, 3143",-37.8615938,145.0211224
"Mentone, 11/62 Beach Rd, 3194",-37.9870539,145.0588886
"Kensington, 1/162 Stockmans Wy, 3031",-37.7927964,144.9177148
"Brunswick East, 1/164 Nicholson St, 3057",-37.7647893,144.9806888
"Kensington, 11/65 Bayswater Rd, 3031",-37.7939841,144.9230275
"Pascoe Vale, 1/165 Boundary Rd, 3044",-37.7170522,144.9400552
"Berwick, 1/165 High St, 3806",-38.0374509,145.357702
"Ascot Vale, 1/165 Kent St, 3032",-37.7802508,144.9241269
"Doncaster, 116/6 Thiele St, 3108",-37.7859155,145.1355695
"Newport, 1/167 Blackshaws Rd, 3015",-37.8337104,144.8695288
"Kew, 1/168 Brougham St, 3101",-37.7973032,145.0321358
"Bentleigh, 1/168 Centre Rd, 3204",-37.9168681,145.0242149
"South Melbourne, 11/69 Dorcas St, 3205",-37.831116,144.967873
"Fairfield, 116A Arthur St, 3078",-37.7761497,145.0195621
"Northcote, 116a Emmaline St, 3070",-37.7630324,144.9889591
"Braybrook, 1/16 Barrie Ct, 3019",-37.7823188,144.8557777
"Glenroy, 116b Hilton St, 3046",-37.7014772,144.9361069
"Elwood, 1/16 Byron St, 3184",-37.876823,144.990468
"Montmorency, 1/16 Calrossie Av, 3094",-37.7139924,145.1277191
"Bulleen, 1/16 Carrathool St, 3105",-37.764144,145.08904
"St Kilda, 1/16 Charnwood Rd, 3182",-37.8584808,144.9854453
"Mordialloc, 1/16 Chute St, 3195",-38.0086967,145.0924483
"Moorabbin, 1/16 Franklin St, 3189",-37.9379563,145.0538204
"Oakleigh East, 1/16 Franklyn St, 3166",-37.9079392,145.1136368
"Oak Park, 1/16 Grevillia Rd, 3046",-37.7200862,144.9263617
"Watsonia, 1/16 Lambourn Rd, 3087",-37.7119528,145.0806689
"Glenroy, 116 Melbourne Av, 3046",-37.7032866,144.9262009
"Alphington, 1/16 Miller St, 3078",-37.7793018,145.0311857
"Noble Park, 1/16 Mons Pde, 3174",-37.9684181,145.1793027
"Burwood, 1/16 Morton Rd, 3125",-37.8556393,145.1001171
"Hampton East, 1/16 Nepean Av, 3188",-37.9348409,145.0292004
"Coburg North, 1/16 Norris St, 3058",-37.7246866,144.9612245
"Glenroy, 1/16 Patrick St, 3046",-37.7135032,144.921355
"Glen Waverley, 1/16 Pindari St, 3150",-37.8730358,145.1623605
"Montmorency, 1/16 Starling St, 3094",-37.712534,145.11759
"Kew, 11/6 Swinton Av, 3101",-37.8100786,145.0182306
"Research, 116 Thompson Cr, 3095",-37.706302,145.1797126
"Ivanhoe, 1/16 Waverley Av, 3079",-37.7710298,145.0390489
"Meadow Heights, 1/16 Yaralla Ct, 3048",-37.6481394,144.9289926
"Brunswick, 1/170 Albion St, 3056",-37.7613652,144.966236
"St Albans, 1/170 William St, 3021",-37.7359634,144.8048854
"Brighton, 1/171 Church St, 3186",-37.9167821,144.9980396
"Prahran, 117/220 Commercial Rd, 3181",-37.8469523,144.9938048
"Airport West, 1/174 Parer Rd, 3042",-37.7186443,144.876541
"South Kingsville, 1/176 Blackshaws Rd, 3015",-37.8330234,144.8668314
"Coburg, 1/179 Gordon St, 3058",-37.741966,144.949466
"Montmorency, 1/17 Alexander St, 3094",-37.7218097,145.1146598
"Chadstone, 1/17 Carramar St, 3148",-37.8783152,145.1022627
"Frankston, 1/17 Coogee Av, 3199",-38.1594661,145.1393202
"Templestowe Lower, 1/17 Gertrude St, 3107",-37.764636,145.1020817
"MacLeod, 117 Harborne St, 3085",-37.7188347,145.0938153
"Templestowe Lower, 1/17 Howitt Dr, 3107",-37.7650839,145.110733
"Hampton East, 1/17 Keiller St, 3188",-37.9353256,145.0352759
"Mont Albert, 1/17 Kingsley Cr, 3127",-37.815144,145.1122014
"Lilydale, 1/17 Koombooloomba Ct, 3140",-37.7481765,145.3379191
"Altona North, 1/17 Marigold Av, 3025",-37.8278699,144.8549934
"Ashwood, 1/17 May Park Av, 3147",-37.8671378,145.0967326
"Hughesdale, 1/17 Moorookyle Av, 3166",-37.9068691,145.0816583
"Brighton, 1/17 Oakwood Av, 3186",-37.9039527,145.0060045
"Alphington, 1/17 Rex Av, 3078",-37.7855004,145.0240919
"Mill Park, 117 Roycroft Av, 3082",-37.6691413,145.0475037
"Carnegie, 1/17 Tranmere Av, 3163",-37.8888828,145.0615444
"Highett, 1/17 View St, 3190",-37.9498874,145.0448749
"Bentleigh East, 1/17 Warwick St, 3165",-37.9205162,145.0683914
"Williamstown, 11/81 Melbourne Rd, 3016",-37.8597808,144.8947999
"Mentone, 11/81 Warrigal Rd, 3194",-37.982807,145.0710338
"Heidelberg, 1/182 Hawdon St, 3084",-37.7491083,145.0659034
"Moonee Ponds, 1/182 Pascoe Vale Rd, 3039",-37.7591852,144.926485
"Williamstown, 1/183 Ferguson St, 3016",-37.8581238,144.8896835
"Kew, 1/184 Brougham St, 3101",-37.7965716,145.032287
"Fitzroy, 1/186 George St, 3065",-37.8033515,144.9813032
"Chadstone, 1/186 Power Av, 3148",-37.8817195,145.1059173
"Broadmeadows, 1/187 Widford St, 3047",-37.6901542,144.9257928
"Camberwell, 1/18 Allambee Av, 3124",-37.83503,145.0750345
"Newport, 118a Woods St, 3015",-37.8448826,144.8710078
"Oakleigh East, 1/18 Calista Av, 3166",-37.9034668,145.1227779
"Ferntree Gully, 1/18 Doysal Av, 3156",-37.8760154,145.2957901
"Boronia, 1/18 Falconer Rd, 3155",-37.859036,145.270454
"Glen Waverley, 1/18 Glen Ct, 3150",-37.8823578,145.1732922
"Kingsbury, 1/18 Highland St, 3083",-37.7171347,145.0395086
"Watsonia, 1/18 Lambourn Rd, 3087",-37.7119114,145.0805192
"Melbourne, 11/8 Louise St, 3000",-37.8437876,144.977303
"Pascoe Vale, 1/18 Lyking St, 3044",-37.7296595,144.9477426
"Ashwood, 1/18 May Park Av, 3147",-37.8674898,145.0965868
"Essendon, 118 Ogilvie St, 3040",-37.7449662,144.8936265
"Chadstone, 118 Power Av, 3148",-37.8775546,145.1032171
"Westmeadows, 1/18 Riddell St, 3049",-37.6780013,144.8951729
"Braybrook, 1/18 Showers St, 3019",-37.7927255,144.8525998
"Box Hill, 1/18 Standard Av, 3128",-37.8241505,145.11481
"Albert Park, 118 Victoria Av, 3206",-37.8450733,144.9500409
"Balaclava, 11/91 Grosvenor St, 3183",-37.8734904,144.9961347
"Flemington, 119/200 Smithfield Rd, 3031",-37.7892238,144.9218345
"Carnegie, 1/194 Neerim Rd, 3163",-37.8874392,145.0489199
"Abbotsford, 119/52 Nicholson St, 3067",-37.8077567,144.9965107
"Noble Park, 1/19 Agnes St, 3174",-37.9723624,145.1706715
"Mount Waverley, 1/19 Albert St, 3149",-37.883579,145.12654
"Preston, 1/19 Albert St, 3072",-37.750296,145.021059
"Port Melbourne, 11/9 Beach St, 3207",-37.8438318,144.9401637
"Keilor East, 1/19 Berembong Dr, 3033",-37.7341834,144.8616487
"Chadstone, 1/19 Binalong Av, 3148",-37.8750955,145.1033212
"Maidstone, 1/19 Burns St, 3012",-37.7872194,144.8747434
"Ivanhoe, 1/19 Dudley St, 3079",-37.765776,145.03824
"Brunswick West, 1/19 Hopetoun Av, 3055",-37.7546656,144.9349292
"Carlton, 1/19 Keppel St, 3053",-37.7968621,144.9668567
"Glenroy, 1/19 Lytton St, 3046",-37.7059903,144.9135115
"Pascoe Vale, 1/19 Main St, 3044",-37.7249277,144.920572
"Thomastown, 1/19 Plane St, 3074",-37.6764742,145.023009
"Chelsea, 119 Thames Prm, 3196",-38.0465837,145.1282074
"Burwood, 1/19 Uganda St, 3125",-37.8442674,145.1076002
"Doncaster, 11A Balfour St, 3108",-37.7923458,145.1149289
"Bentleigh East, 1/1 Abbin Av, 3165",-37.9312278,145.0507968
"Ormond, 11a Bewdley St, 3204",-37.9074474,145.0490863
"Balwyn North, 11A Capella St, 3104",-37.7859403,145.0718016
"Altona North, 11a Edward Av, 3025",-37.8302984,144.8469729
"Preston, 11a Lahinch St, 3072",-37.7454157,145.0166704
"Bentleigh East, 11a Latham St, 3165",-37.913063,145.0667248
"Burwood, 11 Alder St, 3125",-37.8486877,145.0993716
"Hampton East, 11a Leith Cr, 3188",-37.9422601,145.029078
"South Yarra, 1/1 Alexandra Av, 3141",-37.8286367,144.985145
"Ringwood North, 11A Linden Rd, 3134",-37.8041842,145.2267846
"Avondale Heights, 1/1 Amis Cr, 3034",-37.752524,144.860078
"Aberfeldie, 11a Muldowney St, 3040",-37.7583678,144.8967411
"Preston, 11A South St, 3072",-37.7438192,145.0087617
"Coburg North, 11 Ballard Av, 3058",-37.7309223,144.9793055
"Richmond, 11 Barkly Av, 3121",-37.8293313,144.9998247
"Brunswick West, 11b Henderson St, 3055",-37.7626281,144.9401358
"Newport, 11b Junction St, 3015",-37.8359508,144.8811478
"Hampton East, 11b Kelly Av, 3188",-37.9331806,145.0270122
"Doncaster, 11 Burilla Av, 3108",-37.7891357,145.1387259
"Reservoir, 11 Burnett Cr, 3073",-37.7000557,145.0329816
"Brighton East, 11 Burwah Av, 3187",-37.9212371,145.0198778
"Ashwood, 11 Cassinia Av, 3147",-37.8613839,145.1075187
"Malvern, 11 Chesterfield Av, 3144",-37.8447236,145.0331813
"Rowville, 11 Christian Ct, 3178",-37.9362137,145.2477865
"Clifton Hill, 11 Clifton Av, 3068",-37.7918532,144.9976119
"Beaumaris, 11 Cloris Av, 3193",-37.9816691,145.0353517
"Glen Waverley, 11 Cooper Av, 3150",-37.8994027,145.1704367
"Preston, 11 Dermot St, 3072",-37.7467438,145.0136189
"Sunshine, 11 Dunbar Av, 3020",-37.7966322,144.8267635
"Richmond, 1/1 Ellis St, 3121",-37.8158052,144.9958756
"Brunswick, 11 Fifth Av, 3056",-37.7558555,144.9582619
"Coburg North, 11 focus Dr, 3058",-37.7294751,144.9829153
"Templestowe Lower, 1/1 Gambier Av, 3107",-37.7725771,145.1172359
"Prahran, 11 George St, 3181",-37.851219,144.9854414
"Sunshine North, 11 Godfrey Av, 3020",-37.761253,144.8292762
"Kew, 11 Gordon Av, 3101",-37.8103955,145.0368649
"Point Cook, 11 Grandiflora Gr, 3030",-37.9028128,144.7396958
"Eltham, 11 Hartland Wy, 3095",-37.7167307,145.1607395
"South Morang, 11 Hawkstowe Pde, 3752",-37.6225747,145.0985864
"Keilor East, 11 Heather Av, 3033",-37.7443391,144.8694597
"South Melbourne, 11 Howe Cr, 3205",-37.8366685,144.9585233
"Prahran, 11 Jessamine Av, 3181",-37.8573808,145.0030958
"Reservoir, 11 Keilor Av, 3073",-37.719296,145.026182
"Balwyn North, 11 Kelvinside St, 3104",-37.7831841,145.0940118
"Brighton, 11 Kent Av, 3186",-37.8964685,144.9878119
"Ringwood, 11 Kenwood Cr, 3134",-37.7922749,145.2530569
"Reservoir, 11 Kilmore Av, 3073",-37.7185659,145.0256201
"Lysterfield, 11 Laanecoorie Dr, 3156",-37.9144531,145.2758743
"Preston, 11 Lahinch St, 3072",-37.7454424,145.0168923
"Glen Waverley, 1/1 Landridge St, 3150",-37.8723975,145.1680447
"Langwarrin, 11 Lang Rd, 3910",-38.1558226,145.1915972
"Glenroy, 11 Langton St, 3046",-37.7010494,144.9136192
"Brunswick, 11 Latrobe St, 3056",-37.7609309,144.9713911
"Fitzroy North, 11 Laura Pl, 3068",-37.7913531,144.9772641
"Clayton South, 11 Laura St, 3169",-37.9335122,145.1254315
"Caulfield East, 11 Leamington Cr, 3145",-37.8837197,145.0463654
"Taylors Lakes, 11 Leichardt Cl, 3038",-37.6910571,144.7920086
"Mont Albert, 1/1 Leopold Cr, 3127",-37.8230037,145.102418
"Wantirna, 11 Linsley Wy, 3152",-37.8520913,145.2231578
"Hadfield, 1/1 Lockley St, 3046",-37.7041361,144.941094
"Altona North, 11 Mahon Av, 3025",-37.8301835,144.8504784
"Newport, 11 Margaret St, 3015",-37.8388668,144.8664314
"Chadstone, 1/1 Margot St, 3148",-37.8748814,145.0973286
"Ascot Vale, 11 Medley Wk, 3032",-37.7754193,144.906745
"Wyndham Vale, 11 Minindee Rd, 3024",-37.8760572,144.6010683
"Balwyn, 11 Monash Av, 3103",-37.80689,145.0721523
"Ashburton, 11 Munro Av, 3147",-37.8644004,145.0764954
"Armadale, 11 Munro St, 3143",-37.8530055,145.0189847
"Sunbury, 11 Noble Wy, 3429",-37.5846133,144.6958516
"Bundoora, 11 Oxley Av, 3083",-37.6906018,145.0625686
"Thomastown, 11 Poplar St, 3074",-37.6789322,145.0250064
"McKinnon, 1/1 Prince Edward Av, 3204",-37.9107613,145.0401013
"Ashburton, 1/1 Ramu Gr, 3147",-37.8708069,145.0839754
"Clyde North, 11 Riverbank Cl, 3978",-38.0757758,145.3422205
"Avondale Heights, 11 Riverside Av, 3034",-37.7695312,144.8633844
"Camberwell, 1/1 Royal Cr, 3124",-37.8269383,145.0611329
"Coburg, 11 Ryan St, 3058",-37.7354682,144.9639682
"Coburg North, 11 Spectrum Wy, 3058",-37.7274872,144.9832109
"Murrumbeena, 11 Strathearn Av, 3163",-37.9061799,145.0675359
"Camberwell, 11 Sunnyside Av, 3124",-37.8373605,145.0575991
"Bentleigh, 11 Talbot Av, 3204",-37.9220437,145.0276971
"Surrey Hills, 1/1 Thornton Av, 3127",-37.8172288,145.088143
"Northcote, 11 Tobin Av, 3070",-37.7772182,145.0003646
"Alphington, 11 Tower Av, 3078",-37.7834563,145.0228083
"Caroline Springs, 11 Tumbalong St, 3023",-37.7274381,144.7391655
"Glenroy, 11 Valley Cr, 3046",-37.7002226,144.9082194
"Bentleigh, 11 Vunabere Av, 3204",-37.9236191,145.0271669
"Balwyn North, 11 Walnut Rd, 3104",-37.7915436,145.090337
"Malvern East, 11 Warida Av, 3145",-37.8791057,145.0671043
"Hampton East, 1/1 Warland Rd, 3188",-37.9377733,145.0355958
"Essendon, 11 Warner St, 3040",-37.744923,144.9128199
"Hoppers Crossing, 11 Wiltonvale Av, 3029",-37.879641,144.6919608
"Oakleigh South, 11 Yarra Ct, 3167",-37.9348812,145.082596
"Sandringham, 1/200 Bay Rd, 3191",-37.9541467,145.0224872
"Balwyn, 120/188 Whitehorse Rd, 3103",-37.8123381,145.0758696
"Greensborough, 1/201 Elder St, 3088",-37.7167629,145.1028351
"Melbourne, 1204/82 Queens Rd, 3000",-37.8540653,144.9800074
"Melbourne, 1205/480 St Kilda Rd, 3000",-37.8427602,144.9770593
"Bentleigh, 1/205 Centre Rd, 3204",-37.9167905,145.0262345
"Abbotsford, 120/6 Acacia Pl, 3067",-37.8117587,145.0141491
"Docklands, 1207/673 La Trobe St, 3008",-37.8144448,144.9475253
"Templestowe Lower, 1/207 Manningham Rd, 3107",-37.7718909,145.1024709
"Clarinda, 1/208 Clarinda Rd, 3169",-37.9435441,145.0975353
"Richmond, 120/8 Garfield St, 3121",-37.8119053,144.9928311
"Camberwell, 1/208 Wattle Valley Rd, 3124",-37.846309,145.0801031
"Preston, 120a Bruce St, 3072",-37.7408103,144.9870184
"Pascoe Vale, 1/20 Bristol Rd, 3044",-37.7149271,144.9395545
"Braybrook, 1/20 Castley Cr, 3019",-37.7834507,144.8610693
"Port Melbourne, 120 Clark St, 3207",-37.8347202,144.9355466
"Essendon, 1/20 Cooper St, 3040",-37.7525014,144.8972861
"Elsternwick, 1/20 Downshire Rd, 3185",-37.8867243,145.0069771
"Reservoir, 1/20 Erskine Av, 3073",-37.7230847,145.0253053
"Kew East, 1/20 Hartwood St, 3102",-37.7959079,145.0541106
"Elsternwick, 1/20 Hoddle St, 3185",-37.8871788,145.0125819
"Preston, 1/20 Laurel St, 3072",-37.7329377,145.0285108
"Thornbury, 120 Normanby Av, 3071",-37.7581227,144.9892515
"Werribee, 1/20 Oriole Dr, 3030",-37.8782314,144.6693733
"Surrey Hills, 1/20 Thornton Av, 3127",-37.8160758,145.0887959
"Toorak, 1/20 Tintern Av, 3142",-37.8421966,145.0058469
"Hawthorn East, 12/102 Camberwell Rd, 3123",-37.8277398,145.0522669
"Mentone, 1/210 Balcombe Rd, 3194",-37.9804328,145.0595377
"Pascoe Vale, 1/210 Cumberland Rd, 3044",-37.7240479,144.9399131
"Fitzroy North, 1/210 Miller St, 3068",-37.7773709,144.9875205
"Hawthorn East, 121/138 Camberwell Rd, 3123",-37.8287396,145.053457
"West Footscray, 12/119 Essex St, 3012",-37.7937043,144.8740779
"Hawthorn East, 12/11 Auburn Gr, 3123",-37.8252861,145.0464096
"Bentleigh, 12/120 Patterson Rd, 3204",-37.9258641,145.0361329
"South Melbourne, 1212/38 Bank St, 3205",-37.8318453,144.9681849
"Southbank, 1212/80 Clarendon St, 3006",-37.8270709,144.9575697
"Richmond, 12/12 Glasshouse St, 3121",-37.8232248,145.0107168
"Albert Park, 12/140 Kerferd Rd, 3206",-37.8459901,144.9542507
"Richmond, 121/45 York St, 3121",-37.8129443,144.9930478
"Melbourne, 121/461 St Kilda Rd, 3000",-37.840736,144.9781421
"Kew, 1/214 Princess St, 3101",-37.7942248,145.0314456
"Melbourne, 1216/74 Queens Rd, 3000",-37.8522676,144.9793122
"Caulfield, 1/216 Kambrook Rd, 3162",-37.8874886,145.0336966
"Clifton Hill, 12/16 The Esplanade, 3068",-37.7878998,145.0058879
"Hawthorn, 12/179 Power St, 3122",-37.8267858,145.0256559
"Mordialloc, 12/183 Beach Rd, 3195",-38.0045102,145.0816342
"Melbourne, 12/18 Queens Rd, 3000",-37.8400068,144.9747349
"St Albans, 121B Denton Av, 3021",-37.7656478,144.8074875
"Burwood, 1/21 Beddows St, 3125",-37.8537589,145.1169866
"Camberwell, 1/21 Bellett St, 3124",-37.8372237,145.0661809
"Yarraville, 1/21 Bena St, 3013",-37.8194932,144.8813682
"Blackburn North, 1/21 Devon Dr, 3130",-37.8089093,145.1604143
